Detector;Time;qPKW;vPKW
306:9;0;2.0;13.9
306:11;0;9.0;13.9
306:27;0;2.0;13.9
306:29;0;2.0;13.9
306:13;0;4.0;13.9
306:1;0;31.0;13.9
306:23;0;13.0;13.9
306:15;0;1.0;13.9
306:17;0;8.0;13.9
306:19;0;1.0;13.9
306:3;0;15.0;13.9
306:5;0;16.0;13.9
306:25;0;10.0;13.9
306:21;0;6.0;13.9
306:7;0;2.0;13.9
402:1;0;16.0;13.9
402:11;0;14.0;13.9
402:13;0;9.0;13.9
402:15;0;11.0;13.9
402:17;0;6.0;13.9
402:19;0;3.0;13.9
402:3;0;11.0;13.9
402:5;0;7.0;13.9
402:7;0;3.0;13.9
402:9;0;10.0;13.9
601:7;0;4.0;13.9
601:15;0;0.0;13.9
601:17;0;2.0;13.9
601:11;0;6.0;13.9
601:13;0;2.0;13.9
601:1;0;7.0;13.9
302:9;0;6.0;13.9
302:11;0;8.0;13.9
302:13;0;3.0;13.9
302:25;0;2.0;13.9
302:27;0;20.0;13.9
302:15;0;6.0;13.9
302:29;0;2.0;13.9
302:17;0;2.0;13.9
302:19;0;2.0;13.9
302:21;0;6.0;13.9
302:1;0;0.0;13.9
302:3;0;2.0;13.9
302:5;0;4.0;13.9
302:23;0;8.0;13.9
302:7;0;8.0;13.9
304:11;0;4.0;13.9
304:13;0;12.0;13.9
304:1;0;4.0;13.9
304:3;0;8.0;13.9
304:15;0;4.0;13.9
304:5;0;4.0;13.9
304:17;0;5.0;13.9
404:13;0;20.0;13.9
404:15;0;10.0;13.9
404:7;0;8.0;13.9
404:9;0;8.0;13.9
404:11;0;4.0;13.9
404:1;0;10.0;13.9
404:3;0;10.0;13.9
404:5;0;3.0;13.9
404:19;0;0.0;13.9
404:21;0;16.0;13.9
404:23;0;10.0;13.9
502:19;0;2.0;13.9
502:21;0;6.0;13.9
502:23;0;4.0;13.9
502:1;0;5.0;13.9
502:3;0;16.0;13.9
502:5;0;4.0;13.9
502:11;0;34.0;13.9
502:13;0;8.0;13.9
502:15;0;3.0;13.9
502:17;0;20.0;13.9
502:7;0;8.0;13.9
502:9;0;2.0;13.9
601:7;0;4.0;13.9
601:15;0;0.0;13.9
601:17;0;2.0;13.9
601:11;0;6.0;13.9
601:13;0;2.0;13.9
601:1;0;7.0;13.9
306:1;60;22.0;13.9
306:11;60;6.0;13.9
306:13;60;4.0;13.9
306:15;60;0.0;13.9
306:17;60;2.0;13.9
306:19;60;0.0;13.9
306:21;60;2.0;13.9
306:23;60;15.0;13.9
306:25;60;10.0;13.9
306:27;60;2.0;13.9
306:29;60;2.0;13.9
306:3;60;10.0;13.9
306:5;60;7.0;13.9
306:7;60;5.0;13.9
306:9;60;2.0;13.9
402:1;60;23.0;13.9
402:3;60;16.0;13.9
402:5;60;8.0;13.9
402:7;60;0.0;13.9
402:9;60;10.0;13.9
402:11;60;6.0;13.9
402:13;60;6.0;13.9
402:15;60;8.0;13.9
402:17;60;4.0;13.9
402:19;60;1.0;13.9
601:1;60;5.0;13.9
601:11;60;5.0;13.9
601:13;60;4.0;13.9
601:15;60;0.0;13.9
601:17;60;4.0;13.9
601:7;60;3.0;13.9
302:1;60;1.0;13.9
302:11;60;6.0;13.9
302:13;60;2.0;13.9
302:15;60;4.0;13.9
302:17;60;0.0;13.9
302:19;60;1.0;13.9
302:21;60;5.0;13.9
302:23;60;6.0;13.9
302:25;60;3.0;13.9
302:27;60;13.0;13.9
302:29;60;4.0;13.9
302:3;60;1.0;13.9
302:5;60;3.0;13.9
302:7;60;7.0;13.9
302:9;60;8.0;13.9
304:1;60;0.0;13.9
304:11;60;0.0;13.9
304:13;60;3.0;13.9
304:17;60;3.0;13.9
304:3;60;4.0;13.9
404:13;60;18.0;13.9
404:15;60;12.0;13.9
404:7;60;8.0;13.9
404:9;60;8.0;13.9
404:11;60;6.0;13.9
404:1;60;9.0;13.9
404:3;60;10.0;13.9
404:5;60;2.0;13.9
404:19;60;2.0;13.9
404:21;60;10.0;13.9
404:23;60;6.0;13.9
502:1;60;1.0;13.9
502:11;60;21.0;13.9
502:13;60;6.0;13.9
502:15;60;1.0;13.9
502:17;60;8.0;13.9
502:19;60;3.0;13.9
502:21;60;6.0;13.9
502:23;60;1.0;13.9
502:3;60;6.0;13.9
502:5;60;2.0;13.9
502:7;60;8.0;13.9
502:9;60;3.0;13.9
601:1;60;5.0;13.9
601:11;60;5.0;13.9
601:13;60;4.0;13.9
601:15;60;0.0;13.9
601:17;60;4.0;13.9
601:7;60;3.0;13.9
306:1;120;14.0;13.9
306:11;120;2.0;13.9
306:13;120;1.0;13.9
306:15;120;1.0;13.9
306:17;120;2.0;13.9
306:19;120;0.0;13.9
306:21;120;2.0;13.9
306:23;120;6.0;13.9
306:25;120;8.0;13.9
306:27;120;0.0;13.9
306:29;120;4.0;13.9
306:3;120;10.0;13.9
306:5;120;6.0;13.9
306:7;120;3.0;13.9
306:9;120;2.0;13.9
402:1;120;9.0;13.9
402:3;120;5.0;13.9
402:5;120;8.0;13.9
402:7;120;0.0;13.9
402:9;120;2.0;13.9
402:11;120;2.0;13.9
402:13;120;2.0;13.9
402:15;120;6.0;13.9
402:17;120;2.0;13.9
402:19;120;2.0;13.9
601:1;120;5.0;13.9
601:11;120;6.0;13.9
601:13;120;2.0;13.9
601:15;120;1.0;13.9
601:17;120;0.0;13.9
601:7;120;2.0;13.9
302:9;120;4.0;13.9
302:11;120;3.0;13.9
302:13;120;2.0;13.9
302:25;120;2.0;13.9
302:27;120;12.0;13.9
302:15;120;3.0;13.9
302:29;120;2.0;13.9
302:17;120;1.0;13.9
302:19;120;0.0;13.9
302:21;120;4.0;13.9
302:3;120;2.0;13.9
302:5;120;5.0;13.9
302:23;120;6.0;13.9
302:7;120;2.0;13.9
404:1;120;6.0;13.9
404:11;120;6.0;13.9
404:13;120;14.0;13.9
404:15;120;9.0;13.9
404:19;120;1.0;13.9
404:21;120;4.0;13.9
404:23;120;2.0;13.9
404:3;120;16.0;13.9
404:5;120;1.0;13.9
404:7;120;7.0;13.9
404:9;120;6.0;13.9
502:1;120;2.0;13.9
502:11;120;10.0;13.9
502:13;120;4.0;13.9
502:15;120;0.0;13.9
502:17;120;4.0;13.9
502:19;120;0.0;13.9
502:21;120;4.0;13.9
502:23;120;2.0;13.9
502:3;120;4.0;13.9
502:5;120;1.0;13.9
502:7;120;6.0;13.9
502:9;120;2.0;13.9
601:1;120;5.0;13.9
601:11;120;6.0;13.9
601:13;120;2.0;13.9
601:15;120;1.0;13.9
601:17;120;0.0;13.9
601:7;120;2.0;13.9
306:1;180;10.0;13.9
306:11;180;5.0;13.9
306:13;180;2.0;13.9
306:15;180;1.0;13.9
306:17;180;1.0;13.9
306:19;180;0.0;13.9
306:21;180;0.0;13.9
306:23;180;7.0;13.9
306:25;180;2.0;13.9
306:27;180;0.0;13.9
306:29;180;2.0;13.9
306:3;180;5.0;13.9
306:5;180;4.0;13.9
306:7;180;1.0;13.9
306:9;180;0.0;13.9
402:1;180;6.0;13.9
402:3;180;5.0;13.9
402:5;180;7.0;13.9
402:9;180;2.0;13.9
402:11;180;4.0;13.9
